,ResponseType,IPAddress,DurationS,Latitude,Longitude,Ocupacao,Estado ,Regiao,Hectares ,Culturas,Ano,Irrigado,SPD,BeneficioSPD,Cobertura,CulturadeCobertura,SLP,PDProblematica,PDRGly,PDRnome,PDRHerb,PRRHerbnome,RespAplic,TreinAplic,ManejoAlternativo,AdocaodeAuxinsT
276,IP Address,170.81.226.243,971,-28.01049805,-54.30460358,"Agronomo, Cooperativa",RS,Sul,5800,"Milho, Soja, Trigo",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Nabo Forrageiro,  aveia,  ervilhaca",Nao,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L)",Sim,"Azevem (Lolium sp.), capim-amargoso (Digitaria insularis), capim-branco (Chloris sp.), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)","Agronomo,Produtor rural",Nao,Cultural,Nao tenho certeza
277,IP Address,177.1.151.124,3918,-29.58329773,-55.48329926,"Extensionista agricola, Tecnico agricola",RS,Sul,6452,"Arroz, Milho, Soja",2 (ex.: safra e safrinha),Parcialmente,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,"aveia,  Azevem",Sim,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.), buva (Conyza sp.), papuda",Sim,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)",Produtor rural,Nao tenho certeza,Cultural,Sim
278,IP Address,177.79.30.170,528,-15.78329468,-47.91670227,Agronomo,MT,Centro,10000,"Feijao, Milho",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Diminuicao na compactacao do solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), poaia-branca (Richardia brasiliensis), trapoeraba (Commelina sp.), Apaga-fogo ",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica)",Nao,,Funcionario da fazenda,Nao tenho certeza,Cultural,Nao tenho certeza
279,IP Address,177.79.68.162,379,-25.41670227,-49.25,Pesquisador em empresa,"RS, SC",Sul,10,HF,"3 (ex.: safra,  safrinha e cultura de inverno)",Sim,Sim,"Aumento na fertilidade do solo, Aumento na produtividade das culturas, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Sim,Azevem e aveia,Nao,"capim-pe-de-galinha (Eleusine indica), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), poaia-branca (Richardia brasiliensis), tiririca (Cyperus sp.)",Sim,"Azevem (Lolium sp.), capim-pe-de-galinha (Eleusine indica)",Sim,Inibidores da sintese de lipidios (ex. S-metolachloro [Dual Gold]),Funcionario da fazenda,Nao,"Cultural,Mecanico",
280,IP Address,186.212.88.180,138,-26.91560364,-49.09359741,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
281,IP Address,177.134.49.233,174,-29.68330383,-53.80000305,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
282,IP Address,177.11.163.94,245,-27.3690033,-52.87590027,"Estudante, Tecnico agricola",RS,Sul,NA,,"3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Sim,,Sim,buva (Conyza sp.),Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Nao tenho certeza,,"Funcionario da fazenda,Produtor rural",Nao tenho certeza,Cultural,
283,IP Address,200.155.74.162,462,-23.57330322,-46.64169312,Agronomo,MG,Sudeste,10000,"Algodao, Cafe, Feijao, Milho","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Nao,,Nao,,Nao,"Azevem (Lolium sp.), caruru (Amaranthus sp.), picao (Bidens sp.), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Nao tenho certeza,,Nao tenho certeza,,Produtor rural,Sim,Mecanico,Nao
284,IP Address,186.209.5.126,114,-21.69239807,-47.50349426,Agronomo,SP,Sudeste,NA,"Cafe, Milho",2 (ex.: safra e safrinha),,,,,,,,,,,,,,,
285,IP Address,177.79.25.61,727,-23.57330322,-46.64169312,Tecnico agricola,SP,Sudeste,35000,Cana-de-acucar,1 (ex.: safra),Parcialmente,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Sim,Torta de filtro,Nao,"capim-amargoso (Digitaria insularis), capim-branco (Chloris sp.), capim colchao (Digitaria sanguinalis), corda-de-viola (Ipomoea sp.), mucuna",Sim,"capim-amargoso (Digitaria insularis), capim-branco (Chloris sp.)",Nao tenho certeza,,Agronomo,Sim,Mecanico,
286,IP Address,189.76.193.133,172,-25.18099976,-51.11070251,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
287,IP Address,191.35.92.62,196,-7.224594116,-35.8730011,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
288,IP Address,144.29.1.94,259,,,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT), Pesquisador em empresa",NA,NA,NA,"Algodao, Arroz, Cafe, Cana-de-acucar, Citrus, Eucalipto, Feijao, HF, Milho, Soja, Sorgo, Trigo, CultInverno",,,,,,,,,,,,,,,,
289,IP Address,177.79.75.181,51,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
290,IP Address,200.18.33.235,36,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
291,IP Address,177.79.90.248,384,-12.98330688,-38.51669312,Agronomo,BA,Nordeste,98000,"Algodao, Milho, Soja",1 (ex.: safra),Sim,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,Braquiaria e milheto,Nao,"capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), picao (Bidens sp.), poaia-branca (Richardia brasiliensis), tiririca (Cyperus sp.), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Inibidores da ACCase (ex. clethodim [Select]), Inibidor de fotossistema II (ex. atrazine,  linuron), Inibidores da sintese de lipidios (ex. S-metolachloro [Dual Gold]), Inibidores da biossintese de carotenoides (ex. clomazone [Gamit],  mesotrione [Callisto])",Agronomo,Sim,,
292,IP Address,200.132.38.201,31,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
293,IP Address,131.0.218.13,520,-23.57330322,-46.64169312,Pesquisador em empresa,MT,Centro,2000,"Algodao, Milho, Soja",2 (ex.: safra e safrinha),Parcialmente,Parcialmente,Aumento na materia organica do solo,Nao,,Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), trapoeraba (Commelina sp.), Vassourinha de Botao e Erva Quente",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)",Aplicador especialista,Sim,"Cultural,Mecanico",Sim
294,IP Address,177.1.151.124,67,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
295,IP Address,177.4.205.130,46,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
296,IP Address,201.22.100.30,136,-22.90950012,-47.06739807,Estudante,SP,Sudeste,NA,,,,,,,,,,,,,,,,,
297,IP Address,201.2.133.165,148,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
298,IP Address,177.134.51.149,1239,-29.68330383,-53.80000305,Estudante,RS,Sul,600,"Arroz, Soja",2 (ex.: safra e safrinha),Parcialmente,Parcialmente,"Aumento na materia organica do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"arroz vermelho (Oryza sativa L), Azevem (Lolium sp.), capim-arroz (Echinochloa sp.), buva (Conyza sp.)",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)",Produtor rural,Sim,"Cultural,Nenhum",Sim
299,IP Address,177.79.76.92,782,-30.03329468,-51.19999695,Produtor rural,RS,Sul,200,"Arroz, Soja",1 (ex.: safra),Sim,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Aveia,  azevem",Nao,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)",Produtor rural,Nao,Cultural,Sim
300,IP Address,177.44.58.112,57,,,"Estudante, Tecnico agricola",MG,Sudeste,NA,Cafe,1 (ex.: safra),Parcialmente,Nao,,,,,,,,,,,,,
301,IP Address,189.103.14.49,528,-29.68330383,-53.80000305,Produtor rural,RS,Sul,650,"Arroz, Soja, CultInverno",1 (ex.: safra),Sim,Nao,,Nao,,Sim,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.), poaia-branca (Richardia brasiliensis), tiririca (Cyperus sp.)",Sim,buva (Conyza sp.),Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr), Herbicidas mimetizadores de auxinas (ex.: 2, 4-D)",Aplicador especialista,Sim,"Cultural,Fisico,Mecanico",Sim
302,IP Address,191.6.126.70,72,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
303,IP Address,177.86.166.194,51,,,"Funcionario da propriedade rural, Tecnico agricola",RS,Sul,750,"Soja, CultInverno",1 (ex.: safra),Nao,Sim,,,,,,,,,,,,,
304,IP Address,177.203.65.209,852,-29.94259644,-50.99330139,Extensionista agricola,RS,Sul,100000,"Arroz, Soja",1 (ex.: safra),Sim,Sim,"Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"arroz vermelho (Oryza sativa L), capim-arroz (Echinochloa sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), tiririca (Cyperus sp.)",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Sim,"Inibidores da ALS (ex. nicosulfuron,  imazethapyr)","Funcionario da fazenda,Produtor rural,Tecnico agricola",Sim,"Cultural,Fisico",Nao tenho certeza
305,IP Address,170.233.254.135,106,-22.96899414,-51.27999878,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
306,IP Address,187.86.133.65,233,,,Agronomo,RS,Sul,200,"Citrus, Videira",1 (ex.: safra),Parcialmente,Sim,"Diminuicao  nos custos com manejo do solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Azevem,  cornichão",Nao,"corda-de-viola (Ipomoea sp.), picao (Bidens sp.)",Sim,buva (Conyza sp.),Nao,,,,,
307,IP Address,187.95.8.4,136,-20.86549377,-51.31570435,Estudante,MS,Centro,NA,Soja,2 (ex.: safra e safrinha),Nao,Sim,,,,,,,,,,,,,
308,IP Address,179.173.214.216,18,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
309,IP Address,177.79.76.97,103,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
310,IP Address,177.79.75.40,62,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
311,IP Address,191.248.127.44,302,-23.41670227,-51.91670227,NA,PR,Sul,100,"Milho, Soja, CultInverno",2 (ex.: safra e safrinha),Parcialmente,Parcialmente,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), trapoeraba (Commelina sp.)",Nao,,Nao,,Funcionario da fazenda,Sim,"Cultural,Mecanico",Sim
312,IP Address,179.217.248.112,226,,,Agronomo,RS,Sul,100000,"Arroz, Soja, Trigo, CultInverno",1 (ex.: safra),Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Reducao na erosao do solo",Nao,,Sim,"arroz vermelho (Oryza sativa L), Azevem (Lolium sp.), capim-arroz (Echinochloa sp.), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), trapoeraba (Commelina sp.)",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Sim,,,,,
313,IP Address,187.4.214.62,94,,,Cooperativa,SC,Sul,NA,"Milho, Sorgo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Parcialmente,,,,,,,,,,,,,
314,IP Address,201.22.101.230,52,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
315,IP Address,179.127.143.13,202,,,"Estudante, Produtor rural",RS,Sul,NA,"Feijao, Milho, Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,Aveia e nabo,Nao,"buva (Conyza sp.), corda-de-viola (Ipomoea sp.)",Sim,"Azevem (Lolium sp.), buva (Conyza sp.)",Nao,,,,,
316,IP Address,177.1.175.218,203,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
317,IP Address,187.85.6.42,23,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
318,IP Address,177.79.76.56,248,,,Agronomo,RS,Sul,10,"Milho, Soja, Trigo, Pastagem","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Nao,,Sim,"Azevem (Lolium sp.), buva (Conyza sp.), caruru (Amaranthus sp.)",Nao,,Nao tenho certeza,,,,,
319,IP Address,187.121.194.26,123,,,Agronomo,SP,Sudeste,5800,Citrus,1 (ex.: safra),Nao,Nao,,Nao,,Nao,"capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), picao (Bidens sp.), tiririca (Cyperus sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Nao,,,,,
320,IP Address,177.79.7.251,148,,,"Agronomo, Consultor, Cooperativa, Produtor rural","MG, SP",Sudeste,15000,"Cana-de-acucar, Feijao, Milho, Soja",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Nao,,Sim,"capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.)",Sim,"capim-amargoso (Digitaria insularis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Nao,,,,,
321,IP Address,168.195.173.88,417,,,Agronomo,RS,Sul,2500,"Feijao, Milho, Soja, Trigo","3 (ex.: safra,  safrinha e cultura de inverno)",Parcialmente,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas",Sim,consorcio aveia preta+nabo+ervilhaca,Nao,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Nao,,Nao,,,,,
322,IP Address,201.82.190.82,14214,,,"Agronomo, Consultor, Produtor rural, Professor","MT, PR, SP","Centro,  Sudeste",3,"Arroz, Cafe, Cana-de-acucar, Milho, Soja, Sorgo, Aveia","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Sim,crotalaria,Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Nao tenho certeza,,,,,
323,IP Address,179.254.145.147,59,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
324,IP Address,189.47.56.44,317,-21.67359924,-49.7519989,Produtor rural,SP,Sudeste,750,"Algodao, Feijao, Milho, Soja, Trigo, CultInverno","3 (ex.: safra,  safrinha e cultura de inverno)",Sim,Sim,"Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), corda-de-viola (Ipomoea sp.)",Sim,"capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.)",Nao,,Funcionario da fazenda,Sim,,Sim
325,IP Address,131.108.248.21,13592,-29.68330383,-53.80000305,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
326,IP Address,187.59.45.119,236,,,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT), Tecnico agricola",PR,Sul,40000,"Milho, Soja, Sorgo, Trigo","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao  nos custos com manejo do solo, Diminuicao  no uso de agroquimicos, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Sim,"Milheto,  braquiaria,  aveia,  nabo,  sorgo",Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.), corda-de-viola (Ipomoea sp.), poaia-branca (Richardia brasiliensis), trapoeraba (Commelina sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,,,,,
327,IP Address,189.29.35.195,276,,,"Agronomo, Comercial (Gerencia/ATC/RTV/MKT)",SP,Sudeste,60,"Cana-de-acucar, Milho, Soja",1 (ex.: safra),Nao,Parcialmente,"Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Sim,"Cristalarias (juncea,  spectabilis,  ocroleuca..)",Nao,"capim-amargoso (Digitaria insularis), capim colchao (Digitaria sanguinalis), caruru (Amaranthus sp.), corda-de-viola (Ipomoea sp.), tiririca (Cyperus sp.)",Sim,capim-amargoso (Digitaria insularis),Sim,,,,,
328,IP Address,177.68.197.115,65,,,Agronomo,SP,Sudeste,1,"Cana-de-acucar, Milho",2 (ex.: safra e safrinha),Sim,Sim,,,,,,,,,,,,,
329,IP Address,177.36.46.98,585,-29.09959412,-51.543396,Agronomo,RS,Sul,800,"Milho, Soja",1 (ex.: safra),Nao,Sim,"Aumento na materia organica do solo, Maior infiltracao de agua  no solo, Reducao na erosao do solo",Sim,Aveia+Azevem,Sim,"buva (Conyza sp.), picao (Bidens sp.)",Sim,buva (Conyza sp.),Nao,,Produtor rural,Sim,Nenhum,Nao tenho certeza
330,IP Address,144.29.1.94,327,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
331,IP Address,187.103.248.129,64,-29.36250305,-50.90319824,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
332,IP Address,177.44.167.78,17178,-25.67430115,-53.54660034,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
333,IP Address,179.157.48.181,57,,,"Agronomo,  Estudante",SP,Sudeste,0,,,,,,,,,,,,,,,,,
334,IP Address,143.255.61.26,243,,,Agronomo,RS,Sul,NA,"Milho, Soja, Trigo","3 (ex.: safra,  safrinha e cultura de inverno)",Nao,Sim,"Aumento na fertilidade do solo, Aumento na materia organica do solo, Aumento na produtividade das culturas, Diminuicao na compactacao do solo, Maior infiltracao de agua  no solo, Melhor controle de plantas daninhas, Reducao na erosao do solo",Nao,,Nao,"capim colchao (Digitaria sanguinalis), capim-pe-de-galinha (Eleusine indica), leiteiro (Euphorbia heterophylla L), tiririca (Cyperus sp.)",Nao,,Nao,,,,,
335,IP Address,187.108.230.109,465,-22.69470215,-47.01730347,Agronomo,SP,Sudeste,20,HF,"3 (ex.: safra,  safrinha e cultura de inverno)",Sim,Nao,,Sim,crotalaria ,Nao,"Azevem (Lolium sp.), capim colchao (Digitaria sanguinalis), capim-pe-de-galinha (Eleusine indica), buva (Conyza sp.), caruru (Amaranthus sp.), leiteiro (Euphorbia heterophylla L), Palmer (Amaranthus palmeri), poaia-branca (Richardia brasiliensis), Tiririca",Nao,,Nao,,Agronomo,Sim,"Cultural,Mecanico",
336,IP Address,129.93.4.65,320,,,Estudante,NA,NA,NA,,,,,,,,,,,,,,,,,
337,IP Address,164.144.56.20,335,-22.83050537,-43.2191925,Produtor rural,PR,Sul,280,"Milho, Soja",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na fertilidade do solo, Aumento na produtividade das culturas, Reducao na erosao do solo",Nao,,Nao,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"capim-amargoso (Digitaria insularis), buva (Conyza sp.)",Sim,"Inibidores da Protox (ex. fomesafen [Flex],  lactofen [Cobra])",Funcionario da fazenda,Sim,Mecanico,Sim
338,IP Address,168.90.209.2,662,-11.76409912,-55.44020081,Agronomo,MT,Centro,8000,"Milho, Soja",2 (ex.: safra e safrinha),Nao,Sim,"Aumento na materia organica do solo, Diminuicao  nos custos com manejo do solo, Reducao na erosao do solo",Sim,Ruziziensis,Nao,"capim-amargoso (Digitaria insularis), corda-de-viola (Ipomoea sp.), leiteiro (Euphorbia heterophylla L), trapoeraba (Commelina sp.)",Nao,,Nao,,"Funcionario da fazenda,Produtor rural",Sim,Cultural,Sim
339,IP Address,177.79.90.168,16307,,,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
340,IP Address,131.108.248.21,386,-29.68330383,-53.80000305,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
341,Spam,131.108.248.21,135,-29.68330383,-53.80000305,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
342,IP Address,177.39.96.180,306,-23.57330322,-46.64169312,Agronomo,BA,Nordeste,4000,Soja,1 (ex.: safra),Parcialmente,Sim,"Aumento na materia organica do solo, Melhor controle de plantas daninhas, Producao adicional de forragem para animais, Reducao na erosao do solo",Nao,,Nao,capim-amargoso (Digitaria insularis),Sim,capim-amargoso (Digitaria insularis),Nao,,Funcionario da fazenda,Nao tenho certeza,Nenhum,Sim
343,IP Address,200.18.33.235,166,-29.68330383,-53.80000305,NA,NA,NA,NA,,,,,,,,,,,,,,,,,
